indicator,iso3,country,year,value
gdp_current_usd,ARG,Argentina,2024,638365455340.04
gdp_current_usd,ARG,Argentina,2023,649461687959.174
gdp_current_usd,ARG,Argentina,2022,633993756301.08
gdp_current_usd,ARG,Argentina,2021,486564085480.036
gdp_current_usd,ARG,Argentina,2020,385740508436.965
gdp_current_usd,ARG,Argentina,2019,447754683615.225
gdp_current_usd,ARG,Argentina,2018,524819892360.176
gdp_current_usd,ARG,Argentina,2017,643628393281.364
gdp_current_usd,ARG,Argentina,2016,557532320662.955
gdp_current_usd,ARG,Argentina,2015,594749285413.212
gdp_current_usd,ARG,Argentina,2014,526319673731.638
gdp_current_usd,ARG,Argentina,2013,552025140252.246
gdp_current_usd,ARG,Argentina,2012,545982375701.128
gdp_current_usd,ARG,Argentina,2011,530158122010.442
gdp_current_usd,ARG,Argentina,2010,423627422092.49
gdp_current_usd,ARG,Argentina,2009,332976484577.619
gdp_current_usd,ARG,Argentina,2008,361558037110.419
gdp_current_usd,ARG,Argentina,2007,287530508430.568
gdp_current_usd,ARG,Argentina,2006,232557260817.308
gdp_current_usd,ARG,Argentina,2005,198737095012.282
gdp_current_usd,ARG,Argentina,2004,164657930452.787
gdp_current_usd,ARG,Argentina,2003,127586973492.177
gdp_current_usd,ARG,Argentina,2002,97724004251.8602
gdp_current_usd,ARG,Argentina,2001,268696750000
gdp_current_usd,ARG,Argentina,2000,284203750000
gdp_current_usd,ARG,Argentina,1999,283523000000
gdp_current_usd,ARG,Argentina,1998,298948250000
gdp_current_usd,ARG,Argentina,1997,292859000000
gdp_current_usd,ARG,Argentina,1996,272149750000
gdp_current_usd,ARG,Argentina,1995,258031750000
gdp_current_usd,ARG,Argentina,1994,257440000000
gdp_current_usd,ARG,Argentina,1993,236741715015.015
gdp_current_usd,ARG,Argentina,1992,228778917308.17
gdp_current_usd,ARG,Argentina,1991,189719984268.485
gdp_current_usd,ARG,Argentina,1990,141352654305.163
gdp_current_usd,BGD,Bangladesh,2024,450119432068.852
gdp_current_usd,BGD,Bangladesh,2023,437415333018.291
gdp_current_usd,BGD,Bangladesh,2022,460131689083.083
gdp_current_usd,BGD,Bangladesh,2021,416271647911.014
gdp_current_usd,BGD,Bangladesh,2020,373979442362.193
gdp_current_usd,BGD,Bangladesh,2019,351231654603.692
gdp_current_usd,BGD,Bangladesh,2018,321362752441.78
gdp_current_usd,BGD,Bangladesh,2017,293732446624.596
gdp_current_usd,BGD,Bangladesh,2016,265224515675.034
gdp_current_usd,BGD,Bangladesh,2015,195146608978.131
gdp_current_usd,BGD,Bangladesh,2014,172886611653.786
gdp_current_usd,BGD,Bangladesh,2013,149998957434.186
gdp_current_usd,BGD,Bangladesh,2012,133310747603.483
gdp_current_usd,BGD,Bangladesh,2011,128607482310.357
gdp_current_usd,BGD,Bangladesh,2010,115275540051.262
gdp_current_usd,BGD,Bangladesh,2009,102475158190.998
gdp_current_usd,BGD,Bangladesh,2008,91636997370.9772
gdp_current_usd,BGD,Bangladesh,2007,79611644974.5571
gdp_current_usd,BGD,Bangladesh,2006,71795736172.1561
gdp_current_usd,BGD,Bangladesh,2005,69476001239.419
gdp_current_usd,BGD,Bangladesh,2004,65108544250.0425
gdp_current_usd,BGD,Bangladesh,2003,60158929188.2556
gdp_current_usd,BGD,Bangladesh,2002,54724081490.5102
gdp_current_usd,BGD,Bangladesh,2001,53991289844.3291
gdp_current_usd,BGD,Bangladesh,2000,53369787318.6245
gdp_current_usd,BGD,Bangladesh,1999,51270569883.5275
gdp_current_usd,BGD,Bangladesh,1998,49984559471.3656
gdp_current_usd,BGD,Bangladesh,1997,48244309133.4895
gdp_current_usd,BGD,Bangladesh,1996,46438484107.5795
gdp_current_usd,BGD,Bangladesh,1995,37939748768.6567
gdp_current_usd,BGD,Bangladesh,1994,33768660882.793
gdp_current_usd,BGD,Bangladesh,1993,33166519417.9894
gdp_current_usd,BGD,Bangladesh,1992,31708874594.1645
gdp_current_usd,BGD,Bangladesh,1991,30957483949.5798
gdp_current_usd,BGD,Bangladesh,1990,31598340778.2164
gdp_current_usd,BRA,Brazil,2024,2185821610689.31
gdp_current_usd,BRA,Brazil,2023,2191131765684.63
gdp_current_usd,BRA,Brazil,2022,1951923942083.32
gdp_current_usd,BRA,Brazil,2021,1670647398904.9
gdp_current_usd,BRA,Brazil,2020,1476107231310.49
gdp_current_usd,BRA,Brazil,2019,1873288205059.69
gdp_current_usd,BRA,Brazil,2018,1916933898010.99
gdp_current_usd,BRA,Brazil,2017,2063514977365.65
gdp_current_usd,BRA,Brazil,2016,1795693482853.01
gdp_current_usd,BRA,Brazil,2015,1802212206814.5
gdp_current_usd,BRA,Brazil,2014,2456043727198.85
gdp_current_usd,BRA,Brazil,2013,2472819535557.21
gdp_current_usd,BRA,Brazil,2012,2465227802806.76
gdp_current_usd,BRA,Brazil,2011,2616156223917.69
gdp_current_usd,BRA,Brazil,2010,2208837745100.55
gdp_current_usd,BRA,Brazil,2009,1666996438581.43
gdp_current_usd,BRA,Brazil,2008,1695855083497.52
gdp_current_usd,BRA,Brazil,2007,1397114486368.67
gdp_current_usd,BRA,Brazil,2006,1107626541434.92
gdp_current_usd,BRA,Brazil,2005,891633839894.183
gdp_current_usd,BRA,Brazil,2004,669289424806.307
gdp_current_usd,BRA,Brazil,2003,558233745651.874
gdp_current_usd,BRA,Brazil,2002,509795273806.715
gdp_current_usd,BRA,Brazil,2001,559983634798.981
gdp_current_usd,BRA,Brazil,2000,655448231983.527
gdp_current_usd,BRA,Brazil,1999,599642024319.531
gdp_current_usd,BRA,Brazil,1998,863710759256.435
gdp_current_usd,BRA,Brazil,1997,883206179730.462
gdp_current_usd,BRA,Brazil,1996,850426432991.742
gdp_current_usd,BRA,Brazil,1995,769333050986.905
gdp_current_usd,BRA,Brazil,1994,525369467295.737
gdp_current_usd,BRA,Brazil,1993,368292034380.96
gdp_current_usd,BRA,Brazil,1992,328191909882.232
gdp_current_usd,BRA,Brazil,1991,342534090909.091
gdp_current_usd,BRA,Brazil,1990,384959818181.817
gdp_current_usd,CAN,Canada,2024,2270076189683.46
gdp_current_usd,CAN,Canada,2023,2196593836347.42
gdp_current_usd,CAN,Canada,2022,2200562785046.32
gdp_current_usd,CAN,Canada,2021,2022377950896.78
gdp_current_usd,CAN,Canada,2020,1655686966881.99
gdp_current_usd,CAN,Canada,2019,1743728952156.85
gdp_current_usd,CAN,Canada,2018,1725330736237.69
gdp_current_usd,CAN,Canada,2017,1649269496514.62
gdp_current_usd,CAN,Canada,2016,1527996250640.92
gdp_current_usd,CAN,Canada,2015,1556510380200.23
gdp_current_usd,CAN,Canada,2014,1805751688808.98
gdp_current_usd,CAN,Canada,2013,1846583831414.43
gdp_current_usd,CAN,Canada,2012,1828359477071.97
gdp_current_usd,CAN,Canada,2011,1793335727900.85
gdp_current_usd,CAN,Canada,2010,1617349192091.46
gdp_current_usd,CAN,Canada,2009,1374627766599.6
gdp_current_usd,CAN,Canada,2008,1552993439550.14
gdp_current_usd,CAN,Canada,2007,1468820407783.26
gdp_current_usd,CAN,Canada,2006,1319291255289.14
gdp_current_usd,CAN,Canada,2005,1173118501402.87
gdp_current_usd,CAN,Canada,2004,1026691006917.76
gdp_current_usd,CAN,Canada,2003,895542074084.648
gdp_current_usd,CAN,Canada,2002,760650608551.583
gdp_current_usd,CAN,Canada,2001,738981792355.372
gdp_current_usd,CAN,Canada,2000,744773415931.587
gdp_current_usd,CAN,Canada,1999,678414215521.303
gdp_current_usd,CAN,Canada,1998,633999325918.436
gdp_current_usd,CAN,Canada,1997,654987722085.801
gdp_current_usd,CAN,Canada,1996,630607994132.747
gdp_current_usd,CAN,Canada,1995,605961090061.207
gdp_current_usd,CAN,Canada,1994,579944346807.264
gdp_current_usd,CAN,Canada,1993,579053561739.4
gdp_current_usd,CAN,Canada,1992,594387358318.855
gdp_current_usd,CAN,Canada,1991,612527712315.615
gdp_current_usd,CAN,Canada,1990,596075591360.987
gdp_current_usd,CHN,China,2024,18729668435848
gdp_current_usd,CHN,China,2023,18270356654533.2
gdp_current_usd,CHN,China,2022,18316765021690.2
gdp_current_usd,CHN,China,2021,18201698719564
gdp_current_usd,CHN,China,2020,14996414166715.1
gdp_current_usd,CHN,China,2019,14560167101283.4
gdp_current_usd,CHN,China,2018,14147765772963.8
gdp_current_usd,CHN,China,2017,12537559062282.9
gdp_current_usd,CHN,China,2016,11456024084962
gdp_current_usd,CHN,China,2015,11280814787468.9
gdp_current_usd,CHN,China,2014,10674533168257.4
gdp_current_usd,CHN,China,2013,9743124247267.24
gdp_current_usd,CHN,China,2012,8673664713189.24
gdp_current_usd,CHN,China,2011,7671757207851.29
gdp_current_usd,CHN,China,2010,6192564874453.29
gdp_current_usd,CHN,China,2009,5189577094997.58
gdp_current_usd,CHN,China,2008,4667346414521.95
gdp_current_usd,CHN,China,2007,3604055822571.63
gdp_current_usd,CHN,China,2006,2791498472804.33
gdp_current_usd,CHN,China,2005,2317551298052.05
gdp_current_usd,CHN,China,2004,1984196551300.44
gdp_current_usd,CHN,China,2003,1683903309843.85
gdp_current_usd,CHN,China,2002,1489821682050.54
gdp_current_usd,CHN,China,2001,1355036590251.52
gdp_current_usd,CHN,China,2000,1223754919971.05
gdp_current_usd,CHN,China,1999,1103843203575.64
gdp_current_usd,CHN,China,1998,1037134141760.35
gdp_current_usd,CHN,China,1997,967753570434.667
gdp_current_usd,CHN,China,1996,868523936530.083
gdp_current_usd,CHN,China,1995,738190896227.55
gdp_current_usd,CHN,China,1994,566929539493.172
gdp_current_usd,CHN,China,1993,446557291212.148
gdp_current_usd,CHN,China,1992,428502354788.069
gdp_current_usd,CHN,China,1991,384510452961.672
gdp_current_usd,CHN,China,1990,361560229445.507
gdp_current_usd,DEU,Germany,2024,4685592577804.69
gdp_current_usd,DEU,Germany,2023,4562207532490.28
gdp_current_usd,DEU,Germany,2022,4201021706478.62
gdp_current_usd,DEU,Germany,2021,4355251953410.78
gdp_current_usd,DEU,Germany,2020,3941398957073.94
gdp_current_usd,DEU,Germany,2019,3959894794039.21
gdp_current_usd,DEU,Germany,2018,4055433215301.96
gdp_current_usd,DEU,Germany,2017,3765351626105.89
gdp_current_usd,DEU,Germany,2016,3536787895179
gdp_current_usd,DEU,Germany,2015,3425099578746.09
gdp_current_usd,DEU,Germany,2014,3964870735760.77
gdp_current_usd,DEU,Germany,2013,3807023797050.99
gdp_current_usd,DEU,Germany,2012,3596483233406.25
gdp_current_usd,DEU,Germany,2011,3823575803793.78
gdp_current_usd,DEU,Germany,2010,3467093769666.67
gdp_current_usd,DEU,Germany,2009,3478545516683.59
gdp_current_usd,DEU,Germany,2008,3808197720125
gdp_current_usd,DEU,Germany,2007,3484056680854.91
gdp_current_usd,DEU,Germany,2006,3046308753670.58
gdp_current_usd,DEU,Germany,2005,2893393187361.87
gdp_current_usd,DEU,Germany,2004,2852317768061.78
gdp_current_usd,DEU,Germany,2003,2534715518349.01
gdp_current_usd,DEU,Germany,2002,2102350798305.89
gdp_current_usd,DEU,Germany,2001,1966381496641.73
gdp_current_usd,DEU,Germany,2000,1966980701145.1
gdp_current_usd,DEU,Germany,1999,2213873468586.88
gdp_current_usd,DEU,Germany,1998,2247760364565.97
gdp_current_usd,DEU,Germany,1997,2218790886532.82
gdp_current_usd,DEU,Germany,1996,2506576553158.31
gdp_current_usd,DEU,Germany,1995,2593053091306.13
gdp_current_usd,DEU,Germany,1994,2215282632276.73
gdp_current_usd,DEU,Germany,1993,2078954217437.6
gdp_current_usd,DEU,Germany,1992,2141377582968.07
gdp_current_usd,DEU,Germany,1991,1875792575132.59
gdp_current_usd,DEU,Germany,1990,1778162195860.07
gdp_current_usd,EGY,"Egypt, Arab Rep.",2024,389059910593.1
gdp_current_usd,EGY,"Egypt, Arab Rep.",2023,395926071447.591
gdp_current_usd,EGY,"Egypt, Arab Rep.",2022,476747720364.742
gdp_current_usd,EGY,"Egypt, Arab Rep.",2021,424671765455.704
gdp_current_usd,EGY,"Egypt, Arab Rep.",2020,383817841547.099
gdp_current_usd,EGY,"Egypt, Arab Rep.",2019,318678815489.749
gdp_current_usd,EGY,"Egypt, Arab Rep.",2018,262588632526.73
gdp_current_usd,EGY,"Egypt, Arab Rep.",2017,248362771739.13
gdp_current_usd,EGY,"Egypt, Arab Rep.",2016,332441717791.411
gdp_current_usd,EGY,"Egypt, Arab Rep.",2015,329366576819.407
gdp_current_usd,EGY,"Egypt, Arab Rep.",2014,305595408895.265
gdp_current_usd,EGY,"Egypt, Arab Rep.",2013,288434108527.132
gdp_current_usd,EGY,"Egypt, Arab Rep.",2012,279116666666.667
gdp_current_usd,EGY,"Egypt, Arab Rep.",2011,235989672977.625
gdp_current_usd,EGY,"Egypt, Arab Rep.",2010,218983666061.706
gdp_current_usd,EGY,"Egypt, Arab Rep.",2009,189147005444.646
gdp_current_usd,EGY,"Egypt, Arab Rep.",2008,162818181818.182
gdp_current_usd,EGY,"Egypt, Arab Rep.",2007,130437828371.278
gdp_current_usd,EGY,"Egypt, Arab Rep.",2006,107426086956.522
gdp_current_usd,EGY,"Egypt, Arab Rep.",2005,89660339660.3397
gdp_current_usd,EGY,"Egypt, Arab Rep.",2004,78782467532.4675
gdp_current_usd,EGY,"Egypt, Arab Rep.",2003,80288461538.4615
gdp_current_usd,EGY,"Egypt, Arab Rep.",2002,85146067415.7303
gdp_current_usd,EGY,"Egypt, Arab Rep.",2001,96684636118.5984
gdp_current_usd,EGY,"Egypt, Arab Rep.",2000,99838543960.0763
gdp_current_usd,EGY,"Egypt, Arab Rep.",1999,90710704806.8416
gdp_current_usd,EGY,"Egypt, Arab Rep.",1998,84828807556.0803
gdp_current_usd,EGY,"Egypt, Arab Rep.",1997,78436578171.0914
gdp_current_usd,EGY,"Egypt, Arab Rep.",1996,67629716981.1321
gdp_current_usd,EGY,"Egypt, Arab Rep.",1995,60159245060.4541
gdp_current_usd,EGY,"Egypt, Arab Rep.",1994,51897983392.6453
gdp_current_usd,EGY,"Egypt, Arab Rep.",1993,46578631452.581
gdp_current_usd,EGY,"Egypt, Arab Rep.",1992,41855986519.4235
gdp_current_usd,EGY,"Egypt, Arab Rep.",1991,37387836490.5284
gdp_current_usd,EGY,"Egypt, Arab Rep.",1990,42978914311.3504
gdp_current_usd,EUU,European Union,2024,19501078750999.4
gdp_current_usd,EUU,European Union,2023,18659279022583.3
gdp_current_usd,EUU,European Union,2022,17023620598906.4
gdp_current_usd,EUU,European Union,2021,17495257191725.6
gdp_current_usd,EUU,European Union,2020,15504058553907.7
gdp_current_usd,EUU,European Union,2019,15809077129406.2
gdp_current_usd,EUU,European Union,2018,16092407006604.4
gdp_current_usd,EUU,European Union,2017,14871316217995.7
gdp_current_usd,EUU,European Union,2016,13988150566298.6
gdp_current_usd,EUU,European Union,2015,13656255577702.6
gdp_current_usd,EUU,European Union,2014,15763599531004.8
gdp_current_usd,EUU,European Union,2013,15398511081475.3
gdp_current_usd,EUU,European Union,2012,14731878294328.4
gdp_current_usd,EUU,European Union,2011,15874716537128.7
gdp_current_usd,EUU,European Union,2010,14641776061063.4
gdp_current_usd,EUU,European Union,2009,14844850799682.2
gdp_current_usd,EUU,European Union,2008,16360464416206
gdp_current_usd,EUU,European Union,2007,14779905573599.5
gdp_current_usd,EUU,European Union,2006,12754718274523.8
gdp_current_usd,EUU,European Union,2005,11940626626680.2
gdp_current_usd,EUU,European Union,2004,11434848361291.9
gdp_current_usd,EUU,European Union,2003,9944006859363.36
gdp_current_usd,EUU,European Union,2002,8089955515956.84
gdp_current_usd,EUU,European Union,2001,7398267811404.69
gdp_current_usd,EUU,European Union,2000,7279892216791.94
gdp_current_usd,EUU,European Union,1999,7926425566614.07
gdp_current_usd,EUU,European Union,1998,7963038897258
gdp_current_usd,EUU,European Union,1997,7730067215825.26
gdp_current_usd,EUU,European Union,1996,8427282888819.22
gdp_current_usd,EUU,European Union,1995,8292479629104.28
gdp_current_usd,EUU,European Union,1994,7153669602083.88
gdp_current_usd,EUU,European Union,1993,6748064931035.35
gdp_current_usd,EUU,European Union,1992,7386533474604.1
gdp_current_usd,EUU,European Union,1991,6725128658501.09
gdp_current_usd,EUU,European Union,1990,6509962315038.71
gdp_current_usd,FIN,Finland,2024,298729432711.719
gdp_current_usd,FIN,Finland,2023,295191741637.26
gdp_current_usd,FIN,Finland,2022,280253099309.34
gdp_current_usd,FIN,Finland,2021,294223210496.119
gdp_current_usd,FIN,Finland,2020,270000311606.226
gdp_current_usd,FIN,Finland,2019,267014821129.411
gdp_current_usd,FIN,Finland,2018,273869255596.078
gdp_current_usd,FIN,Finland,2017,253846138440
gdp_current_usd,FIN,Finland,2016,238777818792.608
gdp_current_usd,FIN,Finland,2015,233210733506.25
gdp_current_usd,FIN,Finland,2014,273478528954.901
gdp_current_usd,FIN,Finland,2013,270268036626.275
gdp_current_usd,FIN,Finland,2012,257443384492.969
gdp_current_usd,FIN,Finland,2011,275126915515.565
gdp_current_usd,FIN,Finland,2010,249429613683.334
gdp_current_usd,FIN,Finland,2009,253480783439.453
gdp_current_usd,FIN,Finland,2008,285698662071.094
gdp_current_usd,FIN,Finland,2007,256360251537.648
gdp_current_usd,FIN,Finland,2006,217044068234.117
gdp_current_usd,FIN,Finland,2005,204859368790.661
gdp_current_usd,FIN,Finland,2004,197458297639.769
gdp_current_usd,FIN,Finland,2003,171612867735.686
gdp_current_usd,FIN,Finland,2002,140360963811.765
gdp_current_usd,FIN,Finland,2001,129519672868.898
gdp_current_usd,FIN,Finland,2000,125967821110.589
gdp_current_usd,FIN,Finland,1999,135234241918.147
gdp_current_usd,FIN,Finland,1998,133990876724.522
gdp_current_usd,FIN,Finland,1997,126862902302.142
gdp_current_usd,FIN,Finland,1996,131991975148.848
gdp_current_usd,FIN,Finland,1995,134060457516.34
gdp_current_usd,FIN,Finland,1994,103182697780.307
gdp_current_usd,FIN,Finland,1993,89112105756.2194
gdp_current_usd,FIN,Finland,1992,112537828510.751
gdp_current_usd,FIN,Finland,1991,127794441993.824
gdp_current_usd,FIN,Finland,1990,141446120354.533
gdp_current_usd,FRA,France,2024,3160442622465.08
gdp_current_usd,FRA,France,2023,3056250648138.29
gdp_current_usd,FRA,France,2022,2794788137066.94
gdp_current_usd,FRA,France,2021,2966433692008.09
gdp_current_usd,FRA,France,2020,2647926055110.05
gdp_current_usd,FRA,France,2019,2722793515171.76
gdp_current_usd,FRA,France,2018,2781576320884.39
gdp_current_usd,FRA,France,2017,2588868323334.71
gdp_current_usd,FRA,France,2016,2470407619777.13
gdp_current_usd,FRA,France,2015,2442483452642.5
gdp_current_usd,FRA,France,2014,2861236112552.42
gdp_current_usd,FRA,France,2013,2816077607875.26
gdp_current_usd,FRA,France,2012,2683007095787.23
gdp_current_usd,FRA,France,2011,2870408553990.28
gdp_current_usd,FRA,France,2010,2646230027988.34
gdp_current_usd,FRA,France,2009,2700075882518.98
gdp_current_usd,FRA,France,2008,2926802941585.86
gdp_current_usd,FRA,France,2007,2655816911866.56
gdp_current_usd,FRA,France,2006,2317861544690.82
gdp_current_usd,FRA,France,2005,2192146403028.17
gdp_current_usd,FRA,France,2004,2109792297237.03
gdp_current_usd,FRA,France,2003,1835095983049.09
gdp_current_usd,FRA,France,2002,1492427756382.43
gdp_current_usd,FRA,France,2001,1370376677298.86
gdp_current_usd,FRA,France,2000,1360959069477.49
gdp_current_usd,FRA,France,1999,1486915879701.93
gdp_current_usd,FRA,France,1998,1496906382032.47
gdp_current_usd,FRA,France,1997,1449392222971.45
gdp_current_usd,FRA,France,1996,1598889216566.23
gdp_current_usd,FRA,France,1995,1595219345511.89
gdp_current_usd,FRA,France,1994,1385822778827.98
gdp_current_usd,FRA,France,1993,1314383368079.69
gdp_current_usd,FRA,France,1992,1389663073110.28
gdp_current_usd,FRA,France,1991,1258961748633.88
gdp_current_usd,FRA,France,1990,1257649439826.53
gdp_current_usd,GBR,United Kingdom,2024,3695539513534.15
gdp_current_usd,GBR,United Kingdom,2023,3420796653789.08
gdp_current_usd,GBR,United Kingdom,2022,3181244350465.41
gdp_current_usd,GBR,United Kingdom,2021,3194559188925.93
gdp_current_usd,GBR,United Kingdom,2020,2724001478304.59
gdp_current_usd,GBR,United Kingdom,2019,2875710080015.3
gdp_current_usd,GBR,United Kingdom,2018,2897028009916.05
gdp_current_usd,GBR,United Kingdom,2017,2699118387873.1
gdp_current_usd,GBR,United Kingdom,2016,2706807606538.73
gdp_current_usd,GBR,United Kingdom,2015,2945579890258.46
gdp_current_usd,GBR,United Kingdom,2014,3085362169410.29
gdp_current_usd,GBR,United Kingdom,2013,2796908333283.39
gdp_current_usd,GBR,United Kingdom,2012,2719715961539.83
gdp_current_usd,GBR,United Kingdom,2011,2675590034128.66
gdp_current_usd,GBR,United Kingdom,2010,2496740681057.14
gdp_current_usd,GBR,United Kingdom,2009,2429358155475.93
gdp_current_usd,GBR,United Kingdom,2008,2945251838235.29
gdp_current_usd,GBR,United Kingdom,2007,3104699879951.98
gdp_current_usd,GBR,United Kingdom,2006,2719558417663.29
gdp_current_usd,GBR,United Kingdom,2005,2551361818181.82
gdp_current_usd,GBR,United Kingdom,2004,2429774807762.72
gdp_current_usd,GBR,United Kingdom,2003,2061227755102.04
gdp_current_usd,GBR,United Kingdom,2002,1790536570743.41
gdp_current_usd,GBR,United Kingdom,2001,1656171009068.66
gdp_current_usd,GBR,United Kingdom,2000,1671597821152.97
gdp_current_usd,GBR,United Kingdom,1999,1693458987218.9
gdp_current_usd,GBR,United Kingdom,1998,1660821464060.95
gdp_current_usd,GBR,United Kingdom,1997,1569317288801.57
gdp_current_usd,GBR,United Kingdom,1996,1425287051482.06
gdp_current_usd,GBR,United Kingdom,1995,1349094208616.06
gdp_current_usd,GBR,United Kingdom,1994,1140489745944.29
gdp_current_usd,GBR,United Kingdom,1993,1061388722255.55
gdp_current_usd,GBR,United Kingdom,1992,1179659529659.53
gdp_current_usd,GBR,United Kingdom,1991,1142797178130.51
gdp_current_usd,GBR,United Kingdom,1990,1093169389204.55
gdp_current_usd,,High income,2024,72182761740089.2
gdp_current_usd,,High income,2023,69198099195981.1
gdp_current_usd,,High income,2022,65786278258965.5
gdp_current_usd,,High income,2021,63391298085502.9
gdp_current_usd,,High income,2020,56371361601599.7
gdp_current_usd,,High income,2019,57773149281723.6
gdp_current_usd,,High income,2018,57187415577395
gdp_current_usd,,High income,2017,53791631491481.3
gdp_current_usd,,High income,2016,51167643745037.1
gdp_current_usd,,High income,2015,50179969310921.3
gdp_current_usd,,High income,2014,53724417584285.8
gdp_current_usd,,High income,2013,52790662359056.5
gdp_current_usd,,High income,2012,52028174318125.2
gdp_current_usd,,High income,2011,51830653433932
gdp_current_usd,,High income,2010,47610738714068.3
gdp_current_usd,,High income,2009,45185733854675.9
gdp_current_usd,,High income,2008,48575377625136.2
gdp_current_usd,,High income,2007,45307766399565.3
gdp_current_usd,,High income,2006,41167629825978.1
gdp_current_usd,,High income,2005,38777915773379.3
gdp_current_usd,,High income,2004,36519104666599.4
gdp_current_usd,,High income,2003,32698820544966.3
gdp_current_usd,,High income,2002,29144343172968.7
gdp_current_usd,,High income,2001,27928896371817.3
gdp_current_usd,,High income,2000,28162974031506.3
gdp_current_usd,,High income,1999,27503045905190
gdp_current_usd,,High income,1998,26260273154078.2
gdp_current_usd,,High income,1997,26340216405261.3
gdp_current_usd,,High income,1996,26785161174425.9
gdp_current_usd,,High income,1995,26567418298132.5
gdp_current_usd,,High income,1994,23957531730599.6
gdp_current_usd,,High income,1993,22395792091846.1
gdp_current_usd,,High income,1992,22226176245107.4
gdp_current_usd,,High income,1991,20754390160176.7
gdp_current_usd,,High income,1990,19667490187457.3
gdp_current_usd,IDN,Indonesia,2024,1396301788461.69
gdp_current_usd,IDN,Indonesia,2023,1371166925749.88
gdp_current_usd,IDN,Indonesia,2022,1319101183380.15
gdp_current_usd,IDN,Indonesia,2021,1186509691086.73
gdp_current_usd,IDN,Indonesia,2020,1059054842698.48
gdp_current_usd,IDN,Indonesia,2019,1119099871350.2
gdp_current_usd,IDN,Indonesia,2018,1042271532988.63
gdp_current_usd,IDN,Indonesia,2017,1015618744159.73
gdp_current_usd,IDN,Indonesia,2016,931877364037.698
gdp_current_usd,IDN,Indonesia,2015,860854232686.214
gdp_current_usd,IDN,Indonesia,2014,890814755533.537
gdp_current_usd,IDN,Indonesia,2013,912524136718.018
gdp_current_usd,IDN,Indonesia,2012,917869913332.649
gdp_current_usd,IDN,Indonesia,2011,892969104563.171
gdp_current_usd,IDN,Indonesia,2010,755094157621.936
gdp_current_usd,IDN,Indonesia,2009,539580085612.401
gdp_current_usd,IDN,Indonesia,2008,510228634992.258
gdp_current_usd,IDN,Indonesia,2007,432216737774.861
gdp_current_usd,IDN,Indonesia,2006,364570515618.357
gdp_current_usd,IDN,Indonesia,2005,285868619196.085
gdp_current_usd,IDN,Indonesia,2004,256836875295.452
gdp_current_usd,IDN,Indonesia,2003,234772463823.808
gdp_current_usd,IDN,Indonesia,2002,195660611165.183
gdp_current_usd,IDN,Indonesia,2001,160446947784.909
gdp_current_usd,IDN,Indonesia,2000,165021012077.81
gdp_current_usd,IDN,Indonesia,1999,140001351215.462
gdp_current_usd,IDN,Indonesia,1998,95445547872.715
gdp_current_usd,IDN,Indonesia,1997,215748998609.635
gdp_current_usd,IDN,Indonesia,1996,227369679374.973
gdp_current_usd,IDN,Indonesia,1995,202132028723.115
gdp_current_usd,IDN,Indonesia,1994,176892143931.505
gdp_current_usd,IDN,Indonesia,1993,158006700301.533
gdp_current_usd,IDN,Indonesia,1992,128026966579.964
gdp_current_usd,IDN,Indonesia,1991,116621996217.133
gdp_current_usd,IDN,Indonesia,1990,106140727333.636
gdp_current_usd,IND,India,2024,3760813470500.86
gdp_current_usd,IND,India,2023,3500906030644.76
gdp_current_usd,IND,India,2022,3249938492013.47
gdp_current_usd,IND,India,2021,3167270623260.47
gdp_current_usd,IND,India,2020,2674851578587.27
gdp_current_usd,IND,India,2019,2835606256558.19
gdp_current_usd,IND,India,2018,2702929641648.74
gdp_current_usd,IND,India,2017,2651474262755.45
gdp_current_usd,IND,India,2016,2294796885663.16
gdp_current_usd,IND,India,2015,2103588360044.94
gdp_current_usd,IND,India,2014,2039126479154.52
gdp_current_usd,IND,India,2013,1856721507621.58
gdp_current_usd,IND,India,2012,1827637590410.41
gdp_current_usd,IND,India,2011,1823051829894.55
gdp_current_usd,IND,India,2010,1675615519484.96
gdp_current_usd,IND,India,2009,1341888016994.9
gdp_current_usd,IND,India,2008,1198895139005.92
gdp_current_usd,IND,India,2007,1216736438834.96
gdp_current_usd,IND,India,2006,940259888787.721
gdp_current_usd,IND,India,2005,820383763511.445
gdp_current_usd,IND,India,2004,709152728830.775
gdp_current_usd,IND,India,2003,607700687237.318
gdp_current_usd,IND,India,2002,514939140318.756
gdp_current_usd,IND,India,2001,485440139204.171
gdp_current_usd,IND,India,2000,468395521654.458
gdp_current_usd,IND,India,1999,458821052615.79
gdp_current_usd,IND,India,1998,421351317224.941
gdp_current_usd,IND,India,1997,415867563592.829
gdp_current_usd,IND,India,1996,392896866204.516
gdp_current_usd,IND,India,1995,360281909643.489
gdp_current_usd,IND,India,1994,327274843459.429
gdp_current_usd,IND,India,1993,279295648982.529
gdp_current_usd,IND,India,1992,288208070278.013
gdp_current_usd,IND,India,1991,270105341879.226
gdp_current_usd,IND,India,1990,320979026420.035
gdp_current_usd,IRN,"Iran, Islamic Rep.",2024,475252089215.416
gdp_current_usd,IRN,"Iran, Islamic Rep.",2023,457510482317.483
gdp_current_usd,IRN,"Iran, Islamic Rep.",2022,422662261525.665
gdp_current_usd,IRN,"Iran, Islamic Rep.",2021,407350685583.335
