line_ppp_per_day,headcount_pct,headcount_M,gap_elim_cost_T
3.0,10.4,846.6533423920001,0.32091418035666003
4.2,18.9,1538.629631847,0.8361597254848532
8.3,46.1,3752.9537581030004,4.957232658231629
