line_ppp_per_day,transfer_per_year,gross_cost_T,gross_pct_world_gdp_ppp,headcount_pct,headcount_M,gap_elim_cost_T,gap_elim_pct_world_gdp_ppp,gross_T_vs_socprot,gap_T_vs_military
3.0,1095.0,8.914282787685,4.461289148958249,10.4,846.6533423920001,0.32091418035666003,0.160606409362497,0.34583636813629837,0.06492884685024958
4.2,1533.0,12.479995902759,6.245804808541549,18.9,1538.629631847,0.8361597254848532,0.4184689221722839,0.48417091539081775,0.16917571762648365
8.3,3029.5000000000005,24.662849045928503,12.342899978784493,46.1,3752.9537581030004,4.957232658231629,2.4809228957356826,0.9568139518437591,1.0029703259284386
